"[run number]","file-name","initial-meetings-pct","alpha","iterations-multiplier","lambda","threshold","[step]","res-ari","res-p","res-r","res-s","length (remove-duplicates [label-id] of turtles)"
"62","breast-cancer.csv","0.5","0.2","75","0.999","0.04","42675","0.6248497419137751","0.5821621570117741","0.4201156559050737","0.35875177526034935","3"
"63","breast-cancer.csv","0.5","0.2","75","0.999","0.04","42675","0.5946839433121036","0.6082096257776356","0.3600071283895677","0.3664968279522238","4"
"64","breast-cancer.csv","0.5","0.2","75","0.999","0.04","42675","0.5704106072169628","0.49621908490902406","0.3947711753074139","0.36861116830583956","3"
"65","breast-cancer.csv","0.5","0.2","75","0.999","0.04","42675","0.6919976308527234","0.6636477221278407","0.49839314792468686","0.30928851962634685","3"
"66","breast-cancer.csv","0.5","0.2","75","0.999","0.04","42675","0.7614518564613176","0.6441345646542773","0.6478328938687843","0.49841492389119674","2"
"67","breast-cancer.csv","0.5","0.2","75","0.999","0.04","42675","0.6507094098073878","0.6568391725060363","0.4280143298847657","0.20256800068831674","4"
"68","breast-cancer.csv","0.5","0.2","75","0.999","0.04","42675","0.5772556978355642","0.5337397675791737","0.3975751955655435","0.3344442582087217","3"
"69","breast-cancer.csv","0.5","0.2","75","0.999","0.04","42675","0.6195124920973282","0.48980963337735006","0.505896727440994","0.5043372169595113","2"
"70","breast-cancer.csv","0.5","0.2","75","0.999","0.04","42675","0.6059240484284011","0.5374095814939054","0.41909740620278535","0.25268554027170437","3"
"71","breast-cancer.csv","0.5","0.2","75","0.999","0.04","42675","0.6802894678907433","0.64384337954012","0.4957637099130266","0.36490600472060036","3"
"72","breast-cancer.csv","0.5","0.2","75","0.999","0.04","42675","0.48731052444960604","0.5745185112234403","0.3761320679371785","0.12001232163828421","3"
"73","breast-cancer.csv","0.5","0.2","75","0.999","0.04","42675","0.7923618118625652","0.6812587525333039","0.6973538014435532","0.5101057055005362","2"
